fid,field_1,Admin1,Facility_name,Facility_type,Ownership,Latitude,Longitude,LL_source,Sub County,Ward,Level,Operating time,Total In-patient beds,General In-patient beds,Cots,Maternity beds,Emergency casualty bedsc,Intensive Care Unit beds,High Dependency Unit beds,Isolation beds,General theatres,Maternity theatres,Accident and Emergency Casualty Services,Ambulatory Services,Antenatal Care,Blood Services,Cancer Screening,Central Sterile Services Department,Curative Services,Dental services,Emergency Preparedness,Family Planning,Forensic Services,High Dependency Services,HIV/AIDs Prevention And Care Services,ICU Services,Immunisation,Inpatient Services,Integrated Immunization,Integrated Management Of Childhood Illness,Laboratory Services,Leprosy treatment,Maternity Services,Mental Health Services,Mortuary Services,Newborn Care Services,Nutrition Services,Occupational Therapy,Oncology Services,Opthalmic Services,Orthopaedic Technology Services,Pharmacy Services,Physiotherapy,Postnatal Care Services,Radiology and Imaging,Rehabilitation Services,Renal Services,Services For Gender Based Violence Survivors,Specialized In-Patient Services,Specialised Outpatient care,Theatre Services,Tuberculosis Diagnosis and Treatments,Youth Friendly Services
661,Kenya,Nairobi,St Clare Medical Clinic,Medical Clinic,Private Practice,-1.30929,36.8876,KMHFR,Embakasi South,Pipeline,2,24 hours + Weekends,6,0,2,0,0,0,0,0,0,0,No,No,Yes,No,No,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
517,Kenya,Nairobi,Suva Dental Fedha,Medical Clinic,Private Practice,-1.31558,36.89877,KMHFR,Embakasi East,Embakasi,2,24 hours + Weekends,0,0,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No
889,Kenya,Nairobi,Josmota Medical Clinic,Medical Clinic,Private Practice,-1.29781,36.75018,KMHFR,Dagoretti South,Ngando,2,24 hours,4,0,0,2,0,0,0,0,0,0,No,Yes,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
1036,Kenya,Nairobi,Maria Dominica Dispensary,Dispensary,Faith Based Organization,-1.35882,36.72276,KMHFR,Lang'ata,Karen,2,24 hours,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
360,Kenya,Nairobi,Safiways Health Care,Medical Clinic,Private Practice,-1.23529,36.89443,KMHFR,Lucky Summer,Ruaraka,2,24 hours + Weekends,0,0,0,0,0,0,0,0,0,0,No,No,Yes,No,No,N/A,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
596,Kenya,Nairobi,Exselle Health Care,Medical Clinic,Private Practice,-1.28907,36.90349,KMHFR,Embakasi East,Upper Savannah,2,24 hours + Weekends,3,0,1,0,0,0,0,0,0,0,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
900,Kenya,Nairobi,Samawati Medical Centre,Medical Clinic,Private Practice,-1.2882,36.68709,KMHFR,Dagoretti South,Mutu-ini,2,24 hours,5,0,2,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
855,Kenya,Nairobi,Waithaka Health Centre,Basic Health Centre,Ministry of Health,-1.27885,36.71516,KMHFR,Dagoretti South,Waithaka,3,24 hours,10,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
345,Kenya,Nairobi,Josma Medical Clinic,Medical Center,Private Practice,-1.21862,36.90143,KMHFR,Clay city,kasarani,2,24 hours + Weekends,0,0,0,0,0,0,0,0,0,0,No,No,Yes,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No
734,Kenya,Nairobi,Umoja Modern Medical,Medical Clinic,Private Practice,-1.28141,36.88394,KMHFR,Embakasi West,Umoja I,2,24 hours,0,0,0,0,0,0,0,0,0,0,Yes,No,Yes,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
958,Kenya,Nairobi,CFK Tabitha Maternity Home,Nursing and Maternity Home,Private Practice,-1.31234,36.77929,KMHFR,Kibra,Sarang'ombe,3,24 hours,15,0,0,0,0,0,0,0,0,0,Yes,Yes,No,No,No,No,No,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
835,Kenya,Nairobi,Nairobi Hospital,Comprehensive Teaching and Tertiary Referal Hospital,Private Practice,-1.29474,36.80025,KMHFR,Dagoretti North,Kilimani,5,24 hours,5,350,0,100,0,0,0,0,0,0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No
808,Kenya,Nairobi,St. Annes's Mission Medical Centre,Medical Center,Private Practice,-1.27951,36.75635,KMHFR,Dagoretti North,Gatina,2,24 hours,0,0,0,0,0,0,0,0,0,0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
229,Kenya,Nairobi,Upcare Medical Centre Limited,Medical Center,Private Practice,-1.2905,36.86089,KMHFR,Makadara,Maringo/Hamza,3,24 hours,0,0,0,0,0,0,0,0,0,0,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No
128,Kenya,Nairobi,Ngara Comprehensive Health Services Limited,Primary Care Hospital,Private Practice,-1.27202,36.83257,KMHFR,Starehe,Ngara,4,24 hours,0,16,3,6,3,0,0,2,1,1,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,Yes,No,No
257,Kenya,Nairobi,Haven Health Care,Maternity and Nursing home,Private Practice,-1.27616,36.98922,KMHFR,Ruai,Kasarani,3,24 hours + Weekends,15,0,4,0,0,0,0,0,0,0,No,No,yes,No,No,No,yes,No,No,yes,No,No,yes,No,No,No,yes,yes,yes,No,yes,No,No,No,No,No,No,No,No,yes,No,yes,No,No,No,No,No,No,No,No,No
219,Kenya,Nairobi,Sinai Outpatient Rehabilitation Centre,Dispensary,Ministry of Health,-1.30842,36.87093,KMHFR,Makadara,Viwandani,2,24 hours,0,0,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
980,Kenya,Nairobi,Karanja Road Community Clinic,Medical Clinic,Ministry of Health,-1.31126,36.7822,KMHFR,Kibra,Makina,2,24 hours,0,0,0,0,0,0,0,0,0,0,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
814,Kenya,Nairobi,Sunnybrook Healthcare Center Limited,Medical Center,Private Practice,-1.2846,36.7433,KMHFR,Dagoretti North,Kawangware,3,24 hours,16,0,16,0,0,0,0,0,0,0,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
63,Kenya,Nairobi,Pumwani Majengo Dispensary,Dispensary,Ministry of Health,-1.28527,36.84461,KMHFR,Kamukunji,Pumwani,2,24 hours,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
581,Kenya,Nairobi,Skylarmat,Medical Center,Private Practice,-1.28821,36.9047,KMHFR,Embakasi East,Upper Savannah,3,24 hours + Weekends,0,0,1,1,1,0,0,0,0,0,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No
89,Kenya,Nairobi,Hope Worldwide Mukuru Centre of Hope Clinic,VCT,Non-Governmental Organization,-1.30513,36.83909,KMHFR,Starehe,Landimawe,2,24 hours,0,0,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
954,Kenya,Nairobi,National Virology Reference Lab,Laboratory,Ministry of Health,-1.30445,36.80643,KMHFR,Kibra,Woodley/Kenyatta Golf Course,2,24 hours,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
319,Kenya,Nairobi,uzima Uhai health centre sunton,Medical Clinic,Private Practice,-1.23163,36.91633,KMHFR,kasarani,kasarani,2,24 hours + Weekends,0,0,0,0,0,0,0,0,0,0,No,No,No,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No
117,Kenya,Nairobi,Pangani Dispensary,Dispensary,Ministry of Health,-1.26741,36.83815,KMHFR,Starehe,Pangani,2,24 hours,0,0,0,0,0,0,0,0,0,0,No,No,Yes,No,No,No,Yes,No,No,Yes,No,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
375,Kenya,Nairobi,Pascal Kip Health Diagnostics,Medical Clinic,Private Practice,-1.24726,36.87464,KMHFR,Mathare North,Ruaraka,2,24 hours + Weekends,0,0,0,0,0,0,0,0,0,0,No,No,Yes,No,Yes,No,Yes,No,,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
977,Kenya,Nairobi,Aagle Health and Clinic Service-Kibera,Medical Clinic,Private Practice,-1.30707,36.78804,KMHFR,Kibra,Makina,3,24 hours,18,15,0,3,0,0,0,0,0,0,Yes,Yes,,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
356,Kenya,Nairobi,Baraka Healthnet Limited,Medical Center,Non-Governmental Organization,-1.24715,36.89163,KMHFR,Korogocho,Ruaraka,3,24 hours + Weekends,0,0,0,0,0,0,0,0,0,0,No,No,Yes,No,No,,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,Yes,No,No,No,No,No
966,Kenya,Nairobi,ELCK Central Diocese Springs of Life Lutheran Dispensary,Dispensary,Faith Based Organization,-1.311,36.77928,KMHFR,Kibra,Sarang'ombe,2,24 hours,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
837,Kenya,Nairobi,Nairobi Women Hospital Adams,Primary Care Hospital,Private Practice,-1.2987,36.78189,KMHFR,Dagoretti North,Kilimani,4,24 hours,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
112,Kenya,Nairobi,Al-Manaar Medical Centre Limited,Medical Center,Private Practice,-1.2742,36.84474,KMHFR,Starehe,Pangani,3,24 hours,0,0,0,0,0,0,0,0,0,0,No,No,No,No,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No
1089,Kenya,Nairobi,The mater Hospital,Primary Care Hospital,Private Practice,-1.26395,36.80221,KMHFR,Westlands,Parklands,4,24 hours,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1112,Kenya,Nairobi,The Mesu Center,Medical Clinic,Private Practice,-1.2662,36.81169,KMHFR,Westlands,Parklands,2,24 hours,0,0,0,0,0,0,0,0,0,0,Yes,Yes,No,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No
469,Kenya,Nairobi,Mafra Clinic,Medical Clinic,Non-Governmental Organization,-1.26551,36.75009,KMHFR,Kangemi,Westlands,2,24 hours + Weekends,5,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
521,Kenya,Nairobi,Grandlive Medical Centre,Medical Center,Private Practice,-1.3163,36.90633,KMHFR,Embakasi East,Embakasi,3,24 hours + Weekends,0,0,0,0,0,0,0,0,0,0,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No
288,Kenya,Nairobi,Mirema cottage Hospital,Nursing Home,Private Practice,-1.2113,36.8877,KMHFR,Roysambu,Roysambu,3,24 hours + Weekends,15,0,0,0,0,0,0,0,0,0,No,No,Yes,No,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
47,Kenya,Nairobi,Dolma Medical Centre,Medical Center,Private Practice,-1.27005,36.8482,KMHFR,Kamukunji,Estleigh North,3,24 hours,0,0,0,0,2,0,0,0,0,0,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No
466,Kenya,Nairobi,Gichago Dispensary,Medical Clinic,Private Practice,-1.27095,36.74488,KMHFR,Kangemi,Westlands,2,24 hours + Weekends,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1035,Kenya,Nairobi,Dream Centre Dispensary,Dispensary,Faith Based Organization,-1.34111,36.75437,KMHFR,Lang'ata,Karen,2,24 hours,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
518,Kenya,Nairobi,Summit Orthopaedic and Surgical Hospital,Primary Care Hospital,Private Practice,-1.30932,36.90586,KMHFR,Embakasi East,Embakasi,4,24 hours + Weekends,0,64,4,12,5,2,2,1,1,1,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,Yes,Yes,No,No
1086,Kenya,Nairobi,Eye & U Opthalmic Ltd,Primary Care Hospital,Private Practice,-1.2584,36.7944,KMHFR,Westlands,Parklands,4,24 hours,0,0,0,0,0,0,0,0,2,0,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
906,Kenya,Nairobi,Refine Plastic & Aesthetic Surgery Centre Limited,Primary Care Hospital,Private Practice,-1.29894,36.7996,KMHFR,Kibra,Woodley/Kenyatta Golf Course,4,24 hours,0,11,0,0,0,0,0,0,1,0,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
769,Kenya,Nairobi,Vision Peoples Inter Health Centre,Basic Health Centre,Faith Based Organization,-1.26726,36.81204,KMHFR,Westlands,Karura,3,24 hours,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
819,Kenya,Nairobi,Rubus Pharma Ltd Health Centre,Medical Center,Private Practice,-1.28697,36.74907,KMHFR,Dagoretti North,Kawangware,3,24 hours,0,0,0,0,0,0,0,0,0,0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
577,Kenya,Nairobi,Kaamil,Medical Clinic,Private Practice,-1.28147,36.90187,KMHFR,Embakasi East,Upper Savannah,2,24 hours + Weekends,0,0,0,0,0,0,0,0,0,0,Yes,No,Yes,No,No,No,Yes,No,Yes,Yes,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No
413,Kenya,Nairobi,Primed Medical Services Komarock,Medical Clinic,Private Practice,-1.27037,36.90897,KMHFR,Komarock,Embakasi Central,2,24 hours + Weekends,2,0,1,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
704,Kenya,Nairobi,Recovery Medical Clinic (Kariobangi South),Medical Clinic,Private Practice,-1.2626,36.88624,KMHFR,Embakasi West,Kariobangi South,2,24 hours + Weekends,6,0,4,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A
647,Kenya,Nairobi,Tapiwa Medical Center,Medical Clinic,Private Practice,-1.32011,36.89542,KMHFR,Embakasi South,Pipeline,2,24 hours + Weekends,0,0,0,0,0,0,0,0,0,0,No,No,Yes,No,No,No,Yes,Yes,No,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No
681,Kenya,Nairobi,Scion Healthcare Ltd Clinic,Medical Clinic,Private Practice,-1.32805,36.89217,KMHFR,Embakasi South,Kwa Njenga,2,24 hours + Weekends,2,0,1,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A
871,Kenya,Nairobi,Medicross Ltd (Kawangware),Medical Clinic,Private Practice,-1.28765,36.7414,KMHFR,Dagoretti South,Riruta,2,24 hours,5,0,2,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
627,Kenya,Nairobi,Medimaxin,Medical Clinic,Private Practice,-1.31567,36.88943,KMHFR,Embakasi South,Kware,2,24 hours + Weekends,0,0,0,0,0,0,0,0,0,0,Yes,No,Yes,No,No,No,Yes,No,Yes,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No
388,Kenya,Nairobi,St Philips Health Centre,Medical Clinic,Private Practice,-1.25213,36.85628,KMHFR,Utalii,Ruaraka,3,24 hours + Weekends,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
764,Kenya,Nairobi,TF MyChemist,Pharmacy,Private Practice,-1.26375,36.82451,KMHFR,Westlands,Karura,2,24 hours + Weekends,0,0,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No
217,Kenya,Nairobi,Langata Hospital Lungalunga Outpatient Clinic,Medical Clinic,Private Practice,-1.30665,36.86312,KMHFR,Makadara,Viwandani,2,24 hours,0,0,0,0,0,0,0,0,0,0,Yes,No,Yes,No,No,No,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
582,Kenya,Nairobi,Euraka Medical Centre,Medical Center,Private Practice,-1.29283,36.89918,KMHFR,Embakasi East,Upper Savannah,3,24 hours + Weekends,35,35,1,0,0,0,0,0,0,0,No,No,Yes,No,No,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No
153,Kenya,Nairobi,Bliss GVS Health Care LTD Moi Avenue,Medical Center,Private Practice,-1.28438,36.82507,KMHFR,Starehe,Nairobi Central,3,24 hours,0,0,0,0,0,0,0,0,0,0,No,No,Yes,No,No,No,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,Yes,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,Yes,Yes,No,No
249,Kenya,Nairobi,Amurt Health Centre,Basic Health Centre,Non-Governmental Organization,-1.2658,36.73778,KMHFR,Westlands,Mountain view,3,24 hours,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
535,Kenya,Nairobi,Joyland F Clinic Tassia,Dispensary,Faith Based Organization,-1.30948,36.90957,KMHFR,Embakasi East,Embakasi,2,24 hours + Weekends,8,0,0,0,0,0,0,0,0,0,No,No,Yes,No,No,No,Yes,No,No,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
196,Kenya,Nairobi,Thika Road Health Services Limited Buruburu Health Centre,Basic Health Centre,Private Practice,-1.28056,36.87454,KMHFR,Makadara,Harambee,3,24 hours,0,0,0,0,0,0,0,0,0,0,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No
1101,Kenya,Nairobi,The Aga Khan University Hospital -Peponi Executive Clinic,Medical Center,Private Practice,-1.2583,36.80227,KMHFR,Westlands,Parklands,3,24 hours,0,0,0,0,0,0,0,0,0,0,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Yes,No,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
61,Kenya,Nairobi,Phda Swop Majengo Clinic,Medical Clinic,Non-Governmental Organization,-1.28628,36.84174,KMHFR,Kamukunji,Pumwani,2,24 hours,0,0,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No
